26;59;133;;;2,723633936;1,07871978;3,23615934
25;60;128;;;;;
28;62;135;;;;;
29;62;134;;;;;
27;61;131;;;;;
20;60;130;;;;;
27;60;131;;;;;
31;60;137;;;;;
27;59;135;;;;;
27;60;137;;;;;
27;59;138;;;;;
