[246, 31, 50]
[249, 32, 50]
[229, 28, 47]
[190, 22, 41]
[191, 28, 44]
[179, 21, 39]
[167, 19, 36]
[159, 19, 36]
[256, 30, 48]
[256, 34, 51]
